1	1630	1082	0.005199196085941167	0	2
1	1630	349	0.005161276054712263	1	2
1	754	1624	0.00515455577809918	2	1
1	1630	596	0.004961321881122805	3	2
1	1630	1243	0.004938840313608006	4	2
1	1630	731	0.004913710080206322	5	2
1	2004	1624	0.004854023126707578	6	1
1	1630	181	0.004800819319659094	7	2
1	1630	2091	0.004788452232061728	8	1
1	1630	885	0.004788219759498079	9	2
1	1630	887	0.004788219759498079	10	2
1	1630	945	0.004691733104216845	11	2
1	257	1624	0.00468877324177226	12	2
1	1630	49	0.004621392070780378	13	2
1	1630	1016	0.004615121429071014	14	2
1	1630	1972	0.004594600030110538	15	1
1	1630	260	0.004575521292136395	16	2
1	1630	172	0.004546995767760461	17	2
1	1129	1624	0.004533803499187318	18	1
1	1630	1577	0.004512064000220224	19	1
1	1630	831	0.004437364539940953	20	1
1	1630	2165	0.004420203448513885	21	1
1	1630	419	0.00441836469692473	22	2
1	1630	585	0.004418359281188764	23	2
1	1630	743	0.00441785520247987	24	1
1	1630	1000	0.004410600900016004	25	2
1	1630	1035	0.004396474941243324	26	2
1	2237	1624	0.004382172058964804	27	1
1	754	1082	0.004376991363242555	28	2
1	1630	630	0.00437372806317315	29	2
1	1630	2008	0.004360102774179218	30	2
1	1630	2242	0.004335956624283132	31	1
1	1630	2255	0.004303624272368593	32	2
1	1533	1624	0.0042920860461698185	33	1
1	1630	2030	0.004289626686319564	34	2
1	1630	735	0.004282032890879529	35	2
1	1630	289	0.0042672617243871775	36	1
1	1630	1014	0.004266444549116238	37	1
1	1630	1145	0.004208725230070819	38	2
1	1630	2249	0.004198803727720638	39	2
2	1845	116	0.0032264838022812038	0	1
2	2238	585	0.0030331595758104246	1	1
2	1846	1971	0.003021696980737421	2	2
2	1845	2178	0.0028369237571684606	3	2
2	383	901	0.002821776225168085	4	1
2	1845	1652	0.0028098103477633995	5	2
2	1845	1901	0.002801795551926101	6	2
2	1846	1875	0.0027998377033871392	7	2
2	1845	2023	0.002791674529623343	8	2
2	1845	1781	0.0027845978253610956	9	2
2	1845	1558	0.0027711949984151087	10	1
2	1845	1890	0.002763607960767155	11	1
2	1845	444	0.002763305178861727	12	1
2	383	51	0.002762056860779603	13	2
2	1845	283	0.0027565742911308784	14	2
2	1846	1781	0.0027498337272811335	15	1
2	1846	322	0.002727494437741702	16	2
2	1845	585	0.002727218445127267	17	1
2	383	474	0.0027217477883461376	18	1
2	1845	1674	0.0027166963559059074	19	2
2	1845	1373	0.0027112487149140493	20	2
2	383	1537	0.0027080643351994668	21	2
2	1845	410	0.0027069075507112398	22	1
2	1845	413	0.0027050601344029077	23	1
2	1845	633	0.0026948913511069266	24	2
2	1845	2163	0.0026776671962300395	25	2
2	1845	2161	0.0026768407532835555	26	1
2	1997	498	0.0026699049629783644	27	2
2	1845	1015	0.002667978325025322	28	1
2	1845	1598	0.002657800872900699	29	2
2	2238	355	0.002657761050831137	30	2
2	1845	1037	0.0026472564011915285	31	1
2	1845	1537	0.0026426573319270345	32	2
2	383	1731	0.002640485869374126	33	2
2	1845	606	0.002607490475115127	34	2
2	1845	1394	0.0026016775759780293	35	1
2	1845	2284	0.002598269873475592	36	2
2	1845	1880	0.002589782102020448	37	2
2	1845	697	0.0025870508379167425	38	2
2	1845	657	0.0025834502329150563	39	2
3	1853	444	0.0039255961310225036	0	1
3	1951	1624	0.0036807770523347456	1	1
3	754	1624	0.003565911940293919	2	1
3	754	638	0.003528980060452692	3	1
3	1722	1624	0.003486654264510828	4	1
3	1845	1799	0.00347889119638561	5	1
3	754	468	0.003465051512295011	6	1
3	754	664	0.00344857411040828	7	2
3	754	2032	0.0032780538054155697	8	2
3	754	1394	0.0032738161077967803	9	2
3	754	127	0.0032283093581268636	10	2
3	754	2182	0.0032198679396289033	11	1
3	754	615	0.003218853534026688	12	1
3	1845	2213	0.0032186997943008137	13	2
3	1845	1624	0.0032118490067016333	14	2
3	1846	1799	0.0032081646620792216	15	1
3	754	1171	0.003203085820336	16	2
